dcid	Absences	Behavior	Comment	Course_Equiv	Course_Name	Course_Number	Credit_Type	DateStored	EarnedCrHrs	ExcludeFromClassRank	ExcludeFromGPA	ExcludeFromGradeSuppression	ExcludeFromGraduation	ExcludeFromHonorRoll	ExcludeFromTranscripts	GPA_Points	Grade	Grade_Level	GradeScale_Name	IsEarnedCrHrsFromGB	IsPotentialCrHrsFromGB	Numeric	PotentialCrHrs	Replaced_DCID	Replaced_Equivalent_Course	Replaced_Grade	SchoolID	SchoolName	SectionID	StoreCode	StudentID	Tardies	Teacher_Name	TermBinsName	TermID	TRANSACTION_DATE
335297844	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	97	0.5				2517	Blueberry Creek Middle School	28903	Q1	7837970263	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
335005765	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21365	Q1	5768737170	0	"Oliva, Sophia"	Q1	3303	3/20/2024
335657226	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21326	Q1	3549138396	0	"Thompson, William"	Q1	3303	3/20/2024
338482970	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21326	Q1	7433650209	0	"Thompson, William"	Q1	3303	3/20/2024
333495058	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	99	0.5				2517	Blueberry Creek Middle School	28853	Q1	8159938871	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
334366259	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28396	Q1	6021222178	0	"Jackson, Christopher"	Q1	3303	3/20/2024
337759848	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21020	Q1	7861922321	0	"Oliva, Sophia"	Q1	3303	3/20/2024
331119326	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28396	Q1	4823955137	0	"Jackson, Christopher"	Q1	3303	3/20/2024
334008859	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21346	Q1	8760966728	0	"Brown, Olivia"	Q1	3303	3/20/2024
339333505	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	93	0.5				2517	Blueberry Creek Middle School	28893	Q1	9019708459	0	"Lewis, Ava"	Q1	3303	3/20/2024
334619144	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28030	Q1	5538783860	0	"Cherry, Margaret"	Q1	3303	3/20/2024
335065174	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21542	Q1	3042069776	0	"Brown, Olivia"	Q1	3303	3/20/2024
339656837	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	97	0.5				2517	Blueberry Creek Middle School	28858	Q1	4882552633	0	"Miller, Daniel"	Q1	3303	3/20/2024
336704923	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28902	Q1	4170761031	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
332905582	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28912	Q1	3361455414	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
337957639	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28119	Q1	1251823719	0	"Cherry, Margaret"	Q1	3303	3/20/2024
336065762	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	97	0.5				2517	Blueberry Creek Middle School	28857	Q1	8905316976	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
333882323	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28212	Q1	7565757675	0	"Patel, Jayden"	Q1	3303	3/20/2024
336131071	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	92	0.5				7064	Apple Grove Middle School	21439	Q1	1855610822	0	"Oliva, Sophia"	Q1	3303	3/20/2024
339531614	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21541	Q1	4502274884	0	"Brown, Olivia"	Q1	3303	3/20/2024
339241449	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28026	Q1	5289708673	0	"Jackson, Christopher"	Q1	3303	3/20/2024
337570705	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	92	0.5				7064	Apple Grove Middle School	21031	Q1	9317684597	0	"Thompson, William"	Q1	3303	3/20/2024
335729431	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	95	0.5				7064	Apple Grove Middle School	21326	Q1	8550244410	0	"Thompson, William"	Q1	3303	3/20/2024
335088199	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		3	B	8	Middle School Grade Scale	FALSE	FALSE	87	0.5				7064	Apple Grove Middle School	21031	Q1	4818206180	0	"Thompson, William"	Q1	3303	3/20/2024
335738860	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		3	B	7	Middle School Grade Scale	FALSE	FALSE	84	0.5				7064	Apple Grove Middle School	20895	Q1	8868600210	0	"Thompson, William"	Q1	3303	3/20/2024
331961887	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21248	Q1	1728782905	0	"Wright, Evelyn"	Q1	3303	3/20/2024
335829324	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	91	0.5				2517	Blueberry Creek Middle School	28860	Q1	1553416295	0	"Lewis, Ava"	Q1	3303	3/20/2024
333673338	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21031	Q1	4564000035	0	"Thompson, William"	Q1	3303	3/20/2024
335520970	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	94	0.5				2517	Blueberry Creek Middle School	28860	Q1	6151000787	0	"Lewis, Ava"	Q1	3303	3/20/2024
337481490	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	93	0.5				2517	Blueberry Creek Middle School	28874	Q1	2253540510	0	"Lewis, Ava"	Q1	3303	3/20/2024
331462490	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28854	Q1	8458676031	0	"Garcia, Emily"	Q1	3303	3/20/2024
331030522	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28913	Q1	9827387229	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
332479960	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		3	B	7	Middle School Grade Scale	FALSE	FALSE	86	0.5				2517	Blueberry Creek Middle School	28893	Q1	2945792334	0	"Lewis, Ava"	Q1	3303	3/20/2024
333558825	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28862	Q1	3126688416	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
339274793	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28858	Q1	4155827449	0	"Miller, Daniel"	Q1	3303	3/20/2024
338852698	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	92	0.5				2517	Blueberry Creek Middle School	28919	Q1	6398298974	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
332512303	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28030	Q1	3117316309	0	"Cherry, Margaret"	Q1	3303	3/20/2024
332708877	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	97	0.5				2517	Blueberry Creek Middle School	28861	Q1	4427744199	0	"Lewis, Ava"	Q1	3303	3/20/2024
338591366	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28860	Q1	9425661596	0	"Lewis, Ava"	Q1	3303	4/19/2024
336024311	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28029	Q1	2500086795	0	"Patel, Jayden"	Q1	3303	3/20/2024
333622838	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	94	0.5				7064	Apple Grove Middle School	21020	Q1	6587892609	0	"Oliva, Sophia"	Q1	3303	3/20/2024
331074302	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28030	Q1	4185855650	0	"Cherry, Margaret"	Q1	3303	3/20/2024
336254648	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	27939	Q1	5809154386	0	"Cherry, Margaret"	Q1	3303	3/20/2024
339082497	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28912	Q1	8453547840	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
335246641	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	94	0.5				7064	Apple Grove Middle School	21031	Q1	5525580508	0	"Thompson, William"	Q1	3303	3/20/2024
331250070	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21326	Q1	7999341555	0	"Thompson, William"	Q1	3303	3/20/2024
333501722	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21020	Q1	5241876639	0	"Oliva, Sophia"	Q1	3303	3/20/2024
331035254	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21346	Q1	5370334399	0	"Brown, Olivia"	Q1	3303	3/20/2024
331656469	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28028	Q1	8693811961	0	"Cherry, Margaret"	Q1	3303	3/20/2024
333980906	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28030	Q1	9465754715	0	"Cherry, Margaret"	Q1	3303	3/20/2024
339176502	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	92	0.5				2517	Blueberry Creek Middle School	28861	Q1	3058023083	0	"Lewis, Ava"	Q1	3303	3/20/2024
333554550	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	1	FALSE	FALSE	0		0	NG	8	Middle School Grade Scale	FALSE	FALSE	0	0.5				2517	Blueberry Creek Middle School	28861	Q1	7373984755	0	"Lewis, Ava"	Q1	3303	5/16/2024
337232197	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28857	Q1	3507356569	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
334723828	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28893	Q1	7250449654	0	"Lewis, Ava"	Q1	3303	3/20/2024
335997075	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	95.45	0.5				3804	Cherry Hill Middle School	27938	Q1	4595498540	0	"Patel, Jayden"	Q1	3303	3/20/2024
335008264	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28857	Q1	3493484167	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
335994118	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		3	B	6	Middle School Grade Scale	FALSE	FALSE	88	0.5				2517	Blueberry Creek Middle School	28921	Q1	2984980519	0	"Garcia, Emily"	Q1	3303	3/20/2024
331861247	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	99	0.5				2517	Blueberry Creek Middle School	28913	Q1	5783465272	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
334029751	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	97.73	0.5				3804	Cherry Hill Middle School	27938	Q1	4207414392	0	"Patel, Jayden"	Q1	3303	3/20/2024
333328196	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	92	0.5				7064	Apple Grove Middle School	21020	Q1	9979604298	0	"Oliva, Sophia"	Q1	3303	3/20/2024
336371678	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28903	Q1	5955041059	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
336237527	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28860	Q1	7746724365	0	"Lewis, Ava"	Q1	3303	3/20/2024
339706948	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21020	Q1	1274044369	0	"Oliva, Sophia"	Q1	3303	3/20/2024
332603151	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	90	0.5				7064	Apple Grove Middle School	21326	Q1	6512471208	0	"Thompson, William"	Q1	3303	3/20/2024
339737975	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21020	Q1	4515821468	0	"Oliva, Sophia"	Q1	3303	3/20/2024
339634587	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21346	Q1	8512617246	0	"Brown, Olivia"	Q1	3303	3/20/2024
331071625	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	91	0.5				2517	Blueberry Creek Middle School	28893	Q1	7764135834	0	"Lewis, Ava"	Q1	3303	3/20/2024
332378630	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21020	Q1	2453710397	0	"Oliva, Sophia"	Q1	3303	3/20/2024
335941291	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		2	C	7	Middle School Grade Scale	FALSE	FALSE	78	0.5				2517	Blueberry Creek Middle School	28913	Q1	4216221943	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
337671125	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21345	Q1	6221903186	0	"Oliva, Sophia"	Q1	3303	3/20/2024
338391081	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28026	Q1	7083614724	0	"Jackson, Christopher"	Q1	3303	3/20/2024
336150451	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	93	0.5				2517	Blueberry Creek Middle School	28902	Q1	1814896078	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
332709919	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28857	Q1	9303918032	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
337314007	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	92	0.5				2517	Blueberry Creek Middle School	28862	Q1	9960074389	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
333749942	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28859	Q1	1017444977	0	"Miller, Daniel"	Q1	3303	3/20/2024
334023883	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	98	0.5				2517	Blueberry Creek Middle School	28919	Q1	8349583391	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
338059637	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	92	0.5				2517	Blueberry Creek Middle School	28862	Q1	6880214394	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
333834427	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	90	0.5				2517	Blueberry Creek Middle School	28862	Q1	7590196730	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
332698620	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	27938	Q1	4459719889	0	"Patel, Jayden"	Q1	3303	3/20/2024
334360593	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	91	0.5				7064	Apple Grove Middle School	21031	Q1	1212156218	0	"Thompson, William"	Q1	3303	3/20/2024
337429777	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	99	0.5				2517	Blueberry Creek Middle School	28892	Q1	3005796298	0	"Miller, Daniel"	Q1	3303	3/20/2024
336324451	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28026	Q1	7134462343	0	"Jackson, Christopher"	Q1	3303	3/20/2024
334680493	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21346	Q1	2751114005	0	"Brown, Olivia"	Q1	3303	3/20/2024
337275117	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	99	0.5				2517	Blueberry Creek Middle School	28884	Q1	6378260401	0	"Miller, Daniel"	Q1	3303	3/20/2024
336069842	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	94	0.5				7064	Apple Grove Middle School	20895	Q1	7336946186	0	"Thompson, William"	Q1	3303	3/20/2024
338483355	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		3	B	7	Middle School Grade Scale	FALSE	FALSE	88	0.5				7064	Apple Grove Middle School	21345	Q1	7883460296	0	"Oliva, Sophia"	Q1	3303	3/20/2024
332830071	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	98.86	0.5				3804	Cherry Hill Middle School	28396	Q1	6563767635	0	"Jackson, Christopher"	Q1	3303	3/20/2024
332959556	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28914	Q1	9958476114	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
333016582	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21365	Q1	2431497221	0	"Oliva, Sophia"	Q1	3303	3/20/2024
334650145	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	95	0.5				7064	Apple Grove Middle School	21439	Q1	9302471993	0	"Oliva, Sophia"	Q1	3303	3/20/2024
337807958	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28396	Q1	6124658502	0	"Jackson, Christopher"	Q1	3303	3/20/2024
334807976	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28862	Q1	4264524803	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
332414850	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				2517	Blueberry Creek Middle School	28884	Q1	1903752819	0	"Miller, Daniel"	Q1	3303	3/20/2024
337654940	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	96	0.5				2517	Blueberry Creek Middle School	28914	Q1	6889589638	0	"Hayes, Benjamin"	Q1	3303	3/20/2024
331111761	0				Phys Ed 7th	PE7	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	7	Middle School Grade Scale	FALSE	FALSE	100	0.5				3804	Cherry Hill Middle School	28482	Q1	7583657376	0	"Patel, Jayden"	Q1	3303	3/20/2024
336440123	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	8	Middle School Grade Scale	FALSE	FALSE	100	0.5				7064	Apple Grove Middle School	21031	Q1	5841991688	0	"Thompson, William"	Q1	3303	3/20/2024
338456304	0				Phys Ed 8th	PE8	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		2	C	8	Middle School Grade Scale	FALSE	FALSE	75	0.5				7064	Apple Grove Middle School	21135	Q1	5774840251	0	"Oliva, Sophia"	Q1	3303	3/20/2024
331066623	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	94	0.5				2517	Blueberry Creek Middle School	28920	Q1	3010129276	0	"Garcia, Emily"	Q1	3303	3/20/2024
335550434	0				Phys Ed 6th	PE6	ELEC	11/20/2023	0	1	0	FALSE	FALSE	0		4	A	6	Middle School Grade Scale	FALSE	FALSE	98	0.5				2517	Blueberry Creek Middle School	28857	Q1	1972869182	0	"Nguyen, Alexander"	Q1	3303	3/20/2024
